0, 0, 195, 0.000000
5, 0, 133, 0.000000
10, 0, 943, 0.000000
15, 0, 2987, 0.000000
20, 0, 4617, 0.000000
25, 0, 5176, 0.000000
30, 0, 8127, 0.000000
35, 0, 7462, 0.000000
40, 0, 3373, 0.000000
45, 0, 8660, 0.000000
50, 1, 13644, 0.007329
55, 0, 4296, 0.000000
60, 0, 4813, 0.000000
65, 0, 4662, 0.000000
70, 0, 5375, 0.000000
75, 0, 5091, 0.000000
80, 0, 4390, 0.000000
85, 0, 4132, 0.000000
90, 0, 4300, 0.000000
95, 0, 4389, 0.000000
100, 0, 4830, 0.000000
105, 0, 4419, 0.000000
110, 0, 8485, 0.000000
115, 0, 7697, 0.000000
120, 0, 5789, 0.000000
125, 0, 3055, 0.000000
130, 0, 3424, 0.000000
135, 0, 2937, 0.000000
140, 0, 5060, 0.000000
145, 0, 10808, 0.000000
150, 0, 7930, 0.000000
155, 0, 10379, 0.000000
160, 0, 6439, 0.000000
165, 0, 5964, 0.000000
170, 0, 10826, 0.000000
175, 0, 5450, 0.000000
180, 0, 4222, 0.000000
185, 0, 5795, 0.000000
190, 0, 4952, 0.000000
195, 0, 4816, 0.000000
200, 0, 21, 0.000000
205, 0, 142, 0.000000
210, 136, 2975, 4.571429
215, 98, 5357, 1.829382
220, 1, 1418, 0.070522
225, 0, 119, 0.000000
230, 2, 201, 0.995025
235, 0, 93, 0.000000
240, 0, 270, 0.000000
245, 0, 127, 0.000000
250, 0, 6439, 0.000000
255, 8, 4478, 0.178651
260, 1, 234, 0.427350
265, 3, 834, 0.359712
1, 0, 7, 0.000000
6, 0, 7, 0.000000
11, 0, 848, 0.000000
16, 0, 2897, 0.000000
21, 0, 3446, 0.000000
26, 0, 4629, 0.000000
31, 0, 6355, 0.000000
36, 0, 5712, 0.000000
41, 0, 2472, 0.000000
46, 0, 7555, 0.000000
51, 0, 10072, 0.000000
56, 0, 3515, 0.000000
61, 0, 4065, 0.000000
66, 0, 3731, 0.000000
71, 0, 4150, 0.000000
76, 0, 4261, 0.000000
81, 0, 3256, 0.000000
86, 0, 3434, 0.000000
91, 0, 3344, 0.000000
96, 0, 3439, 0.000000
101, 0, 3967, 0.000000
106, 0, 3635, 0.000000
111, 0, 6576, 0.000000
116, 0, 6307, 0.000000
121, 0, 5175, 0.000000
126, 0, 2510, 0.000000
131, 0, 2646, 0.000000
136, 0, 2319, 0.000000
141, 0, 4401, 0.000000
146, 0, 9646, 0.000000
151, 0, 6860, 0.000000
156, 0, 9133, 0.000000
161, 0, 4158, 0.000000
166, 0, 3780, 0.000000
171, 0, 9258, 0.000000
176, 0, 4129, 0.000000
181, 0, 3450, 0.000000
186, 0, 4648, 0.000000
191, 0, 3998, 0.000000
196, 0, 3514, 0.000000
201, 0, 7, 0.000000
206, 0, 142, 0.000000
211, 114, 2783, 4.096299
216, 70, 4207, 1.663894
221, 0, 1304, 0.000000
226, 0, 119, 0.000000
231, 2, 201, 0.995025
236, 0, 93, 0.000000
241, 0, 270, 0.000000
246, 0, 127, 0.000000
251, 0, 5663, 0.000000
256, 8, 3171, 0.252286
261, 0, 227, 0.000000
266, 1, 625, 0.160000
2, 0, 7, 0.000000
7, 0, 7, 0.000000
12, 0, 182, 0.000000
17, 0, 2735, 0.000000
22, 0, 2823, 0.000000
27, 0, 4008, 0.000000
32, 0, 4774, 0.000000
37, 0, 3990, 0.000000
42, 0, 1822, 0.000000
47, 0, 6330, 0.000000
52, 0, 6671, 0.000000
57, 0, 2311, 0.000000
62, 0, 2954, 0.000000
67, 0, 2303, 0.000000
72, 0, 3086, 0.000000
77, 0, 2941, 0.000000
82, 0, 2694, 0.000000
87, 0, 2409, 0.000000
92, 0, 2464, 0.000000
97, 0, 2515, 0.000000
102, 0, 3056, 0.000000
107, 0, 2815, 0.000000
112, 0, 4953, 0.000000
117, 0, 4368, 0.000000
122, 0, 3920, 0.000000
127, 0, 1964, 0.000000
132, 0, 1996, 0.000000
137, 0, 1718, 0.000000
142, 0, 3751, 0.000000
147, 0, 8250, 0.000000
152, 0, 5075, 0.000000
157, 0, 7396, 0.000000
162, 0, 3563, 0.000000
167, 0, 2753, 0.000000
172, 0, 6762, 0.000000
177, 0, 2905, 0.000000
182, 0, 2765, 0.000000
187, 0, 3676, 0.000000
192, 0, 3333, 0.000000
197, 0, 2168, 0.000000
202, 0, 7, 0.000000
207, 0, 142, 0.000000
212, 75, 2163, 3.467406
217, 31, 3405, 0.910426
222, 0, 972, 0.000000
227, 0, 119, 0.000000
232, 2, 201, 0.995025
237, 0, 93, 0.000000
242, 0, 270, 0.000000
247, 0, 127, 0.000000
252, 0, 4712, 0.000000
257, 8, 2476, 0.323102
262, 0, 220, 0.000000
267, 0, 193, 0.000000
3, 0, 1, 0.000000
8, 0, 7, 0.000000
13, 0, 154, 0.000000
18, 0, 2002, 0.000000
23, 0, 1971, 0.000000
28, 0, 3311, 0.000000
33, 0, 2804, 0.000000
38, 0, 3269, 0.000000
43, 0, 1218, 0.000000
48, 0, 4200, 0.000000
53, 0, 4441, 0.000000
58, 0, 1602, 0.000000
63, 0, 2169, 0.000000
68, 0, 1584, 0.000000
73, 0, 2180, 0.000000
78, 0, 1400, 0.000000
83, 0, 1631, 0.000000
88, 0, 1681, 0.000000
93, 0, 1472, 0.000000
98, 0, 1856, 0.000000
103, 0, 2181, 0.000000
108, 0, 1850, 0.000000
113, 0, 2796, 0.000000
118, 0, 2087, 0.000000
123, 0, 1037, 0.000000
128, 0, 1260, 0.000000
133, 0, 1308, 0.000000
138, 0, 1048, 0.000000
143, 0, 3059, 0.000000
148, 0, 5876, 0.000000
153, 0, 3619, 0.000000
158, 0, 5506, 0.000000
163, 0, 2009, 0.000000
168, 0, 2034, 0.000000
173, 0, 4872, 0.000000
178, 0, 2149, 0.000000
183, 0, 2136, 0.000000
188, 0, 2227, 0.000000
193, 0, 2311, 0.000000
198, 0, 924, 0.000000
203, 0, 7, 0.000000
208, 0, 142, 0.000000
213, 52, 1509, 3.445991
218, 3, 2460, 0.121951
223, 0, 882, 0.000000
228, 0, 119, 0.000000
233, 2, 201, 0.995025
238, 0, 93, 0.000000
243, 0, 270, 0.000000
248, 0, 127, 0.000000
253, 0, 2181, 0.000000
258, 8, 1630, 0.490798
263, 0, 206, 0.000000
268, 0, 172, 0.000000
9, 0, 7, 0.000000
14, 0, 29, 0.000000
19, 0, 820, 0.000000
24, 0, 751, 0.000000
29, 0, 2796, 0.000000
34, 0, 1480, 0.000000
39, 0, 1917, 0.000000
44, 0, 597, 0.000000
49, 0, 2418, 0.000000
54, 0, 967, 0.000000
59, 0, 862, 0.000000
64, 0, 1214, 0.000000
69, 0, 792, 0.000000
74, 0, 1077, 0.000000
79, 0, 560, 0.000000
84, 0, 665, 0.000000
89, 0, 869, 0.000000
94, 0, 756, 0.000000
99, 0, 901, 0.000000
104, 0, 917, 0.000000
109, 0, 814, 0.000000
114, 0, 1320, 0.000000
119, 0, 610, 0.000000
124, 0, 486, 0.000000
129, 0, 714, 0.000000
134, 0, 679, 0.000000
139, 0, 530, 0.000000
144, 0, 1148, 0.000000
149, 0, 2682, 0.000000
154, 0, 1491, 0.000000
159, 0, 2896, 0.000000
164, 0, 1094, 0.000000
169, 0, 1134, 0.000000
174, 0, 2444, 0.000000
179, 0, 1308, 0.000000
184, 0, 1185, 0.000000
189, 0, 880, 0.000000
194, 0, 916, 0.000000
199, 0, 105, 0.000000
214, 23, 848, 2.712264
219, 0, 1502, 0.000000
234, 1, 93, 1.075269
239, 0, 93, 0.000000
244, 0, 270, 0.000000
249, 0, 120, 0.000000
254, 0, 1008, 0.000000
259, 5, 785, 0.636943
264, 0, 199, 0.000000
269, 0, 172, 0.000000
